,image_path,label
13540,dataset\raw-img\cow\OIP-EOzXrlmHe0AkixA6tSo54gHaFJ.jpeg,3
13541,dataset\raw-img\dog\OIP-BC-Gd_ec2ygynxqNr1En2wEsDh.jpeg,4
13542,dataset\raw-img\cat\165.jpeg,1
13543,dataset\raw-img\chicken\OIP-osqm8lBBBypoAB8w3rq0_QD9Es.jpeg,2
13544,dataset\raw-img\spider\OIP-llpwljKwZtTrn4PTEp8XYQHaE8.jpeg,8
13545,dataset\raw-img\horse\OIP-JfNXxNHEW780ABg9Ta_mkAHaDl.jpeg,6
13546,dataset\raw-img\chicken\OIP-o6ExUVZhjrcgKX69q9ccUAHaEK.jpeg,2
13547,dataset\raw-img\cow\OIP-1irfBSzjuW_IKzpr03VkegHaFH.jpeg,3
13548,dataset\raw-img\dog\OIP-4PcCyYYsUJptR0Dpr7qTzwHaGN.jpeg,4
13549,dataset\raw-img\butterfly\OIP-8R3BgAyJnwz_TlwxItiskQHaLV.jpeg,0
13550,dataset\raw-img\dog\OIP-qUFB-SINVR2B3zC_YOVZuAHaE5.jpeg,4
13551,dataset\raw-img\spider\e830b2062dfc023ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
13552,dataset\raw-img\cow\OIP-5oqi2b93MzvFrDfs6hVOzAHaE7.jpeg,3
13553,dataset\raw-img\dog\OIP-LbH_d2FHBnLlpO3L0G-ogwHaFJ.jpeg,4
13554,dataset\raw-img\sheep\OIP-6TDg_5QcVnlPztByquEB5AHaE7.jpeg,7
13555,dataset\raw-img\horse\OIP-f7SLzDLhEpGOVhmbieDhBAHaLH.jpeg,6
13556,dataset\raw-img\dog\OIP-R07r8hVii3u3wXguj6jwgQHaF7.jpeg,4
13557,dataset\raw-img\butterfly\ea37b80f2ef2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
13558,dataset\raw-img\sheep\OIP-exq6IYCKP_ySmASc697t9gHaGb.jpeg,7
13559,dataset\raw-img\dog\OIP-MuCxs-yfS1yQ-L5b8IvnGgHaFZ.jpeg,4
13560,dataset\raw-img\cat\1786.jpeg,1
13561,dataset\raw-img\horse\OIP-cqznqxjZWPexvx2ZcDj-1gHaGU.jpeg,6
13562,dataset\raw-img\spider\OIP-5lS1IezLj1y7mksjjJsQ4QAAAA.jpeg,8
13563,dataset\raw-img\squirrel\OIP-6mGpLO35RVgol2iBpyLBSQHaE6.jpeg,9
13564,dataset\raw-img\dog\OIP-ExpqVzAO5CposVuvprI88AHaE8.jpeg,4
13565,dataset\raw-img\spider\OIP-SAAJtpu_56ASJEzV4gGMTgHaFN.jpeg,8
13566,dataset\raw-img\chicken\OIP-08Mf2rN9-A3v3bzUvUwJ0wHaFj.jpeg,2
13567,dataset\raw-img\dog\OIP-RUrDoPOUrgW6A9x0dILo9QHaHl.jpeg,4
13568,dataset\raw-img\spider\OIP-7gvkWqrrsXS1-pY1gCfkAQHaH_.jpeg,8
13569,dataset\raw-img\dog\OIP-Ie-pqkowrvY7-sojzGe_dwHaE7.jpeg,4
13570,dataset\raw-img\spider\OIP-jJy0HyeZfvxYeudt4SY2twHaE7.jpeg,8
13571,dataset\raw-img\horse\OIP-i5q7xH4EBStd7KYb0gw2SgHaJo.jpeg,6
13572,dataset\raw-img\dog\OIP-3Q2blzQrTFgESJBvEfQhagHaFj.jpeg,4
13573,dataset\raw-img\dog\OIP-t-5wfwdi8V5FNwACD7xGnwHaIL.jpeg,4
13574,dataset\raw-img\dog\OIP-CYQoF-yC2P6tmY06TSmtsAHaFj.jpeg,4
13575,dataset\raw-img\butterfly\OIP-8HSRkjHgUV-aN2aFzngK2wHaE8.jpeg,0
13576,dataset\raw-img\cat\ea34b00f2ff5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a7ebb0bb_640.jpg,1
13577,dataset\raw-img\dog\OIP-plA9Vk6lqfNhsXjv9erNmgHaFv.jpeg,4
13578,dataset\raw-img\dog\OIP-JgKnnZsGG_IfpLzhun2LawHaE6.jpeg,4
13579,dataset\raw-img\squirrel\OIP-qtkg0UVBU7QSquLNxPyQIAHaFk.jpeg,9
13580,dataset\raw-img\chicken\OIP-P2eP9tHOLeozyjsAjNsqjAHaID.jpeg,2
13581,dataset\raw-img\butterfly\ea36b90d2cf6013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
13582,dataset\raw-img\dog\OIP-mChdyuYDNZqBCvyxyXglEgHaKp.jpeg,4
13583,dataset\raw-img\horse\OIP-K4Y5F2_95IACgYdLP3ATBwAAAA.jpeg,6
13584,dataset\raw-img\horse\OIP-9s_Jo3-8PZNz9HQL4K2S-wHaGM.jpeg,6
13585,dataset\raw-img\elephant\ea35b90a2cf4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
13586,dataset\raw-img\sheep\OIP-C1jOg2iRXMUq5Lu9M6hrWQHaE6.jpeg,7
13587,dataset\raw-img\dog\OIP-l32J3C4BUsAaXaphBY-D7wHaLb.jpeg,4
13588,dataset\raw-img\squirrel\OIP-GIfAd6aJmv2UQQKcneGB7AHaEK.jpeg,9
13589,dataset\raw-img\horse\OIP-6Ie03oNHazUoguCtErC_0wHaGb.jpeg,6
13590,dataset\raw-img\elephant\eb33b7072ef3083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
13591,dataset\raw-img\chicken\OIP-sFpERnR9Rw_SQrprNEmDhQHaFe.jpeg,2
13592,dataset\raw-img\butterfly\OIP-c-Y6hKg-ZMWLkiU0-40whQHaFj.jpeg,0
13593,dataset\raw-img\horse\OIP-c8Ju5OCoHNPhYGOdVDyrGwHaI5.jpeg,6
13594,dataset\raw-img\squirrel\OIP-n37p5Iui50HA2TKZgNLniAHaKC.jpeg,9
13595,dataset\raw-img\elephant\OIP-KyE2Eqx-6l6en6KV6lkoIQHaE9.jpeg,5
13596,dataset\raw-img\cat\665.jpeg,1
13597,dataset\raw-img\butterfly\ea36b60b2ef5063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
13598,dataset\raw-img\horse\OIP-IUiK9N8M7_kqVf1wa7tFtQHaFS.jpeg,6
13599,dataset\raw-img\cow\OIP-cuipb9UplPutjbdV3r0uTgHaFA.jpeg,3
13600,dataset\raw-img\spider\OIP--1GKxNzkhVbR_eyVRCdp9QHaE6.jpeg,8
13601,dataset\raw-img\horse\OIP-KLVM_DcLBTFpB8FWSUc2iQHaEj.jpeg,6
13602,dataset\raw-img\butterfly\OIP-GhKZaxSGBMfdt6ltTe2tIAHaE7.jpeg,0
13603,dataset\raw-img\cat\820.jpeg,1
13604,dataset\raw-img\dog\OIP-gA0_M49UwrydhlGxYIY9HwHaFk.jpeg,4
13605,dataset\raw-img\dog\OIP-4oBqrY1ddFE_-0o3YfQZXAHaJ4.jpeg,4
13606,dataset\raw-img\butterfly\ea36b00829f0043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,0
13607,dataset\raw-img\spider\OIP--yAiLtilIcpRbafXPMw-_wHaGO.jpeg,8
13608,dataset\raw-img\horse\OIP-OR6WQZP5qBMWkBfCS3j-LQHaGC.jpeg,6
13609,dataset\raw-img\chicken\OIP-dOWhzAHakmFNolDbyLPzGwHaJ4.jpeg,2
13610,dataset\raw-img\dog\OIP-gNrH57BPuXik4yRA7rmr7QHaE7.jpeg,4
13611,dataset\raw-img\butterfly\OIP-Pe94SyM2IzqFOw_0jENXIAHaEi.jpeg,0
13612,dataset\raw-img\spider\OIP-4H-roJJ610RP7u-AbJvZ5QHaE7.jpeg,8
13613,dataset\raw-img\horse\OIP-K8QgBSuaAkfMGBB_1C84uQAAAA.jpeg,6
13614,dataset\raw-img\sheep\OIP-AhVWjZy6VerGaBMc6D3j0AHaII.jpeg,7
13615,dataset\raw-img\spider\OIP-J4EhP74VKV1ikhY3lEvFFAHaLD.jpeg,8
13616,dataset\raw-img\spider\OIP-tDdkHURC3b5TiO1nYqBtIgAAAA.jpeg,8
13617,dataset\raw-img\spider\OIP-k-EGD5mXsmwpQNHlJqqOLgHaFj.jpeg,8
13618,dataset\raw-img\cat\1770.jpeg,1
13619,dataset\raw-img\dog\OIP-T_cmliz0WymedOZMCSw1vAAAAA.jpeg,4
13620,dataset\raw-img\spider\OIP-RN7Grd0X2QRprci7s6gf8QHaHa.jpeg,8
13621,dataset\raw-img\chicken\OIP-oTNTzGzTAm3jSjjSsVxGnwHaF4.jpeg,2
13622,dataset\raw-img\horse\OIP-JQ8bMA7HBLqJ7DC9mVE6egHaF7.jpeg,6
13623,dataset\raw-img\horse\OIP-PxOPcJmABUJ32NKmQvw9agHaFj.jpeg,6
13624,dataset\raw-img\chicken\OIP-fJD51ub0l38Om018yUV-HQHaG_.jpeg,2
13625,dataset\raw-img\spider\OIP-i8sl_EA-Bg-VngKOwe94PAHaFT.jpeg,8
13626,dataset\raw-img\sheep\OIP-hGWPl-rIH1E3AEcaqL5FIQHaFr.jpeg,7
13627,dataset\raw-img\horse\OIP-E-DSn7pa5DsPx3a7ARmOSQHaGj.jpeg,6
13628,dataset\raw-img\horse\OIP-E9C05TY5YIseilpL3eosNgHaF7.jpeg,6
13629,dataset\raw-img\squirrel\OIP-JmqUTF1vlowdXNXV6BhOJAAAAA.jpeg,9
13630,dataset\raw-img\cow\OIP-tbB-Wluu_7Fhq6pev8P1-wHaHc.jpeg,3
13631,dataset\raw-img\cat\1200.jpeg,1
13632,dataset\raw-img\cat\30.jpeg,1
13633,dataset\raw-img\spider\OIP-7uxRHlxHX2RqxS7TY2RQnAEsDf.jpeg,8
13634,dataset\raw-img\squirrel\OIP-kF377ubM_qnbYxgUKWFcfQHaFP.jpeg,9
13635,dataset\raw-img\cow\OIP-o9Ry28rzOnfO3URVYQ7VZAHaEo.jpeg,3
13636,dataset\raw-img\horse\OIP-qNd-AmAh97-w2WZ6hlrinwHaJ4.jpeg,6
13637,dataset\raw-img\butterfly\OIP-cvCwyJgo48OD11XdW4iBVQHaFp.jpeg,0
13638,dataset\raw-img\spider\OIP-BNneesp-bxqTi56ME9nQJQHaE7.jpeg,8
13639,dataset\raw-img\horse\OIP-g3_2g_64dNeH7U_q7LCNrgHaEK.jpeg,6
13640,dataset\raw-img\dog\OIP-713M2pANCh2I7TdTZCH0bgHaFj.jpeg,4
13641,dataset\raw-img\cow\OIP-PsD2MyrUV-dI2fA6bJ-VeQHaFb.jpeg,3
13642,dataset\raw-img\chicken\OIP-hk8Ca4hOAeS16Cuuk9J4GAHaL-.jpeg,2
13643,dataset\raw-img\cat\1424.jpeg,1
13644,dataset\raw-img\chicken\OIP-1RgbRTqQgZyTBXkjIJve6AAAAA.jpeg,2
13645,dataset\raw-img\cat\61.jpeg,1
13646,dataset\raw-img\spider\OIP-9FSJCCNSEv5THErb75qLFQAAAA.jpeg,8
13647,dataset\raw-img\chicken\895.jpeg,2
13648,dataset\raw-img\sheep\OIP-3AO4t5gp6ctdpLu08W0tYgHaF9.jpeg,7
13649,dataset\raw-img\dog\OIP-PAuGNwyo8WGU46ppkiQB6AHaFj.jpeg,4
13650,dataset\raw-img\cat\112.jpeg,1
13651,dataset\raw-img\squirrel\OIP-0e_jC-QOtZcuTCPcy3BtRgHaJh.jpeg,9
13652,dataset\raw-img\butterfly\eb33b1082af1043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
13653,dataset\raw-img\butterfly\eb32b70f21f2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.png,0
13654,dataset\raw-img\squirrel\OIP-IJqys8m8InLoWwSiOOF2-AHaFc.jpeg,9
13655,dataset\raw-img\cat\378.jpeg,1
13656,dataset\raw-img\squirrel\OIP-f3CIIDud84uLe7moXJoLpwHaEK.jpeg,9
13657,dataset\raw-img\spider\OIP-FYvu0osRQ4O8LK3qB5k4pAHaIj.jpeg,8
13658,dataset\raw-img\horse\OIP-pJenRdITx58ufuPkWH4jSwHaGB.jpeg,6
13659,dataset\raw-img\horse\OIP-SPTMY4ehvNseLM0enE-s2gHaGP.jpeg,6
13660,dataset\raw-img\spider\OIP-R4C6SSsaiyfQIRsGA4elhQHaLH.jpeg,8
13661,dataset\raw-img\horse\OIP-ChEKKlYK36KEVLQtgvuLUAHaFj.jpeg,6
13662,dataset\raw-img\cow\OIP-r-LsgWeUlpAZNgMjNP1xXQHaF7.jpeg,3
13663,dataset\raw-img\cow\OIP-Mv5DhnFg1u90d0rTu_BErAHaFj.jpeg,3
13664,dataset\raw-img\spider\OIP-ENAm0VDOw1rB7OuOWg6pHwHaE9.jpeg,8
13665,dataset\raw-img\cat\491.jpeg,1
13666,dataset\raw-img\cat\597.jpeg,1
13667,dataset\raw-img\squirrel\OIP-rIPS_qLqNgQ9cZde-qP6uwHaG1.jpeg,9
13668,dataset\raw-img\chicken\619.jpeg,2
13669,dataset\raw-img\spider\eb32b1072cf4093ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
13670,dataset\raw-img\spider\OIP--6ksON9br7_m-s1TrD-gswHaE8.jpeg,8
13671,dataset\raw-img\cow\OIP-gtUGJ7NJSXaFGTv92X79qwHaE7.jpeg,3
13672,dataset\raw-img\butterfly\OIP-fjqmmoKViMq4BVJ3T_49sQHaJ4.jpeg,0
13673,dataset\raw-img\chicken\OIP-MJk3cwENhz52eUbYXyJnAwHaFj.jpeg,2
13674,dataset\raw-img\elephant\e83db70c28f3083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
13675,dataset\raw-img\horse\OIP-Kgo2HcqC6HYh1FWI7I2byQHaGu.jpeg,6
13676,dataset\raw-img\horse\OIP-gc9NjbyIKHIdQXTyyDOnUQHaE9.jpeg,6
13677,dataset\raw-img\squirrel\OIP-gfbUxTjrg2kTuMLatC9jtgHaK0.jpeg,9
13678,dataset\raw-img\chicken\OIP-2lc7tpFI404OqX9xhR7-XwHaHY.jpeg,2
13679,dataset\raw-img\cow\OIP-kiGOyB5gfWZjscpzlKrggAHaF0.jpeg,3
13680,dataset\raw-img\elephant\OIP-csRNvWUJR5lw8QtOisPk6wAAAA.jpeg,5
13681,dataset\raw-img\horse\OIP-pyBiis_b5fAavvP7CS1VKAHaE8.jpeg,6
13682,dataset\raw-img\butterfly\OIP-7UfJ1idHvPzvYKigG-L39QHaEK.jpeg,0
13683,dataset\raw-img\horse\OIP-Pcr4UUzMoYYs9nm5gZpGwAHaJ4.jpeg,6
13684,dataset\raw-img\chicken\OIP-HUc7lhX556PuwWgJ08y6pwHaFj.jpeg,2
13685,dataset\raw-img\spider\OIP-Ay04uh5vxZQ6NahR8TDJegAAAA.jpeg,8
13686,dataset\raw-img\spider\OIP-qa2w5jfEUgtvT4QYMwiw8AHaE6.jpeg,8
13687,dataset\raw-img\spider\ea34b3072ff1033ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,8
13688,dataset\raw-img\cat\1715.jpeg,1
13689,dataset\raw-img\spider\OIP-Pn7ltn4yjBjjaVodMrqFqQHaFj.jpeg,8
13690,dataset\raw-img\spider\OIP-EkM6eq0nUMx-NDN-Qn6R5AEsDh.jpeg,8
13691,dataset\raw-img\spider\OIP-QSdt2QX5Zo7uSoNKlVcYdQHaE8.jpeg,8
13692,dataset\raw-img\horse\OIP-1lSeI5nrQDMRguYaY7hgdAHaGz.jpeg,6
13693,dataset\raw-img\butterfly\OIP-giWmcXQYqxbHkKINNfCKVAHaE6.jpeg,0
13694,dataset\raw-img\dog\OIP-3CGiEtuRwVmB98qXRjxmywAAAA.jpeg,4
13695,dataset\raw-img\chicken\OIP-coBO7uFplqKPqZoHXMSyyQDhEs.jpeg,2
13696,dataset\raw-img\squirrel\OIP-2isf3k0bJLeH4WB09NBXngAAAA.jpeg,9
13697,dataset\raw-img\sheep\OIP-3oNvI86HvdwenYHoMd6J9AHaE8.jpeg,7
13698,dataset\raw-img\horse\OIP-6FCQMGlFgDagE9vyw-HjTgHaFj.jpeg,6
13699,dataset\raw-img\horse\OIP-MmhkWFHFmRcxYqzbfxTZfQHaGX.jpeg,6
13700,dataset\raw-img\chicken\OIP-pEOpymqJykcI1ULn_mvaLQHaFj.jpeg,2
13701,dataset\raw-img\spider\eb33b9072bf3023ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
13702,dataset\raw-img\dog\OIP-qvIqk47J2Z3_HEFR5GYxhgHaFi.jpeg,4
13703,dataset\raw-img\dog\OIP-2smyibkdK9MB1QdTtf29DAHaFj.jpeg,4
13704,dataset\raw-img\chicken\OIP-8EEP8nbPWf_k1fR_5gdTYgHaEK.jpeg,2
13705,dataset\raw-img\squirrel\OIP-fdxxFJj6J9SIa5xj9EEkQgAAAA.jpeg,9
13706,dataset\raw-img\dog\OIP-Qh5oZ4rqot0o5n7pA2zMyQHaEK.jpeg,4
13707,dataset\raw-img\dog\OIP-nj_6eSbDiI1jXD7cPD4i7wHaFr.jpeg,4
13708,dataset\raw-img\cat\1677.jpeg,1
13709,dataset\raw-img\dog\OIP-B5yMsxddFN3ghjEySQEYigHaF7.jpeg,4
13710,dataset\raw-img\sheep\eb33b60c21f3073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,7
13711,dataset\raw-img\sheep\OIP-Fd8AE4u7S8zALykKIo1awwHaFE.jpeg,7
13712,dataset\raw-img\dog\OIP-rdXU7SAFhIQbnhs_KRO-CQHaEK.jpeg,4
13713,dataset\raw-img\dog\OIP-cISVFL1_OR66-p_1-b7xcgHaEo.jpeg,4
13714,dataset\raw-img\squirrel\OIP-5HFnViDDFQRYyA3VFSwlsgAAAA.jpeg,9
13715,dataset\raw-img\butterfly\OIP-DpMWtIWQGoBZVEBuDpC1BgDDEs.jpeg,0
13716,dataset\raw-img\sheep\OIP-jhqZKyUXtnx539TSBBK7qQHaE6.jpeg,7
13717,dataset\raw-img\dog\OIP-sAUjAaTXuNW5ZIE5H-m4YgHaFp.jpeg,4
13718,dataset\raw-img\spider\OIP-fALK1ozhWupBsUscNLGfLwHgHP.jpeg,8
13719,dataset\raw-img\sheep\OIP-EJxq0ZT0PvHh1Eajk_TF4QHaFi.jpeg,7
13720,dataset\raw-img\sheep\eb3db2082bf2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
13721,dataset\raw-img\horse\OIP-awL2EBTHfdMuP_2yb9_QdQHaFj.jpeg,6
13722,dataset\raw-img\sheep\OIP-gPXR1F2A4VFKA3rhtWb7_gHaE8.jpeg,7
13723,dataset\raw-img\cow\OIP-tDTlhDgN1nhzejF8Bq8vWAHaJW.jpeg,3
13724,dataset\raw-img\spider\OIP-Jv_KtBx2iudjZnLx3j8oFAHaJr.jpeg,8
13725,dataset\raw-img\butterfly\OIP-ipP7VGOKwjEXt5SdUEKkkgHaE2.jpeg,0
13726,dataset\raw-img\dog\OIP-ktq--iOSYwDnhvh3QpgI7QHaE8.jpeg,4
13727,dataset\raw-img\dog\OIP-D45bVldK9UISTYXxfqOysAHaE8.jpeg,4
13728,dataset\raw-img\spider\OIP-t9qeVgSBJpk1vbeizomcEQHaE7.jpeg,8
13729,dataset\raw-img\chicken\OIP-5fkO5scz765qfsDw7K_qUwHaFj.jpeg,2
13730,dataset\raw-img\chicken\OIP-d4GTtlOjUB9C5TxGG-OcHwHaH4.jpeg,2
13731,dataset\raw-img\dog\OIP-MDO2kohpGumJAKRbEuaFBgHaEK.jpeg,4
13732,dataset\raw-img\spider\OIP-2mEAHJiq1bQpJLqQ363lcwHaGU.jpeg,8
13733,dataset\raw-img\butterfly\OIP-G99zKNIzyDZnBs1B-oVRBwHaFj.jpeg,0
13734,dataset\raw-img\squirrel\OIP-0Tb91v0XYZ_AvWG5zA3wkgHaE7.jpeg,9
13735,dataset\raw-img\spider\OIP-qA8_fCtjmteCIInyc3rL7gHaE8.jpeg,8
13736,dataset\raw-img\elephant\e133b10d2bf21c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,5
13737,dataset\raw-img\horse\OIP-4Jvmk5ADTcVIZ7WHp6D4UgHaFj.jpeg,6
13738,dataset\raw-img\butterfly\OIP-9TlVIeBMdP1iWDGujfjqQwHaFj.jpeg,0
13739,dataset\raw-img\spider\OIP-4Gkz0aqkiGqfaYQ4jnSDrQHaHa.jpeg,8
13740,dataset\raw-img\chicken\111.jpeg,2
13741,dataset\raw-img\dog\OIP-qtbhsGL8Ackgl2GSePtoGAHaDw.jpeg,4
13742,dataset\raw-img\spider\OIP-jYh2w_qH_ATBIGK8PDrIGAAAAA.jpeg,8
13743,dataset\raw-img\horse\OIP-gDltiSP_dGW6G3UK6dQRfwHaEI.jpeg,6
13744,dataset\raw-img\chicken\OIP-NGsSbFdyAVVLuyugoeI8lAHaDW.jpeg,2
13745,dataset\raw-img\elephant\OIP-q1zF4jYFxB5v-WAFUlU0EQHaEK.jpeg,5
13746,dataset\raw-img\spider\OIP-n69ZpUerOyjI9TI0cUHsQgHaFj.jpeg,8
13747,dataset\raw-img\cow\OIP-O9_ykliT6QXiPaUgvL7COwAAAA.jpeg,3
13748,dataset\raw-img\horse\OIP-CU7hekviz00QuR4bVKiU4AHaEq.jpeg,6
13749,dataset\raw-img\spider\ed30b80e20f31c22d2524518b7444f92e37fe5d404b0144390f8c47ba6edbc_640.jpg,8
13750,dataset\raw-img\cat\e03db20a21e90021d85a5854ee454296eb70e3c818b413449df1c17ca5e9_640.jpg,1
13751,dataset\raw-img\dog\OIP-h8t_ncuzpun7rxufMqDhHAHaE8.jpeg,4
13752,dataset\raw-img\sheep\OIP-7u1smEuDDPtenwFI1O1QqgHaFj.jpeg,7
13753,dataset\raw-img\squirrel\OIP-ptfFxjZcmaA0ajMWUokG6gHaEK.jpeg,9
13754,dataset\raw-img\dog\OIP-9WttE2AgDAxEM9xARcvKjgHaEK.jpeg,4
13755,dataset\raw-img\dog\OIP-K55bsHAFG-OdNmqB-mt2YAHaE7.jpeg,4
13756,dataset\raw-img\dog\OIP-B-l2A4udiAnatoEWU13MsAHaLG.jpeg,4
13757,dataset\raw-img\cat\1393.jpeg,1
13758,dataset\raw-img\squirrel\OIP-B-JiPZLqppPbN6cjBUrAJgAAAA.jpeg,9
13759,dataset\raw-img\spider\OIP-7ez6fNnRoi9Ume9ZeHfP6QHaF0.jpeg,8
13760,dataset\raw-img\spider\OIP--i30_IZtgzJSLVYHcqZ9XAHaG0.jpeg,8
13761,dataset\raw-img\dog\OIP-DaEk6an9lKDJQDDjMolsgwHaHI.jpeg,4
13762,dataset\raw-img\horse\OIP-6T23pxMwCuU9T6mweY6onAAAAA.jpeg,6
13763,dataset\raw-img\spider\OIP-bs9hkQRTexTGyN4eRGcVXAHaEl.jpeg,8
13764,dataset\raw-img\squirrel\OIP-olXMkYicHsNNCMKlGnE3HQHaG0.jpeg,9
13765,dataset\raw-img\horse\OIP-epMGp847khN-7kFeQ9nOLwHaEo.jpeg,6
13766,dataset\raw-img\spider\OIP-kmFe1EIvgLT86lps5UWSkAAAAA.jpeg,8
13767,dataset\raw-img\butterfly\eb3db8062df5063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
13768,dataset\raw-img\butterfly\OIP-4lmcmfTlVDN5WvS31pQeawAAAA.jpeg,0
13769,dataset\raw-img\chicken\OIP-77RM92DiwEUqyqWM4rGlUgHaHa.jpeg,2
13770,dataset\raw-img\squirrel\OIP-LgwyOmfAZug1i4_4iMkhSAHaHa.jpeg,9
13771,dataset\raw-img\dog\OIP-bc128JJAo7xtal6A9jY9oAHaFj.jpeg,4
13772,dataset\raw-img\spider\OIP-rKHx7lXR-SG_ySW80reBEgHaFj.jpeg,8
13773,dataset\raw-img\spider\OIP-NZhJPlSwsQMgwLc2vyZOBgAAAA.jpeg,8
13774,dataset\raw-img\elephant\OIP-o8FnqmLX-fZcdUMdnUmy6QHaE7.jpeg,5
13775,dataset\raw-img\dog\OIP-N7f4oCLli4Tr-_VP8sIzcQHaFj.jpeg,4
13776,dataset\raw-img\spider\OIP-DCAFXr8OeFZGpMNfLpAGzgHaIT.jpeg,8
13777,dataset\raw-img\spider\OIP-dNt5VVW5RoX3NPGO-NCjbQHaE7.jpeg,8
13778,dataset\raw-img\spider\OIP-7GULUjdX1_ns_If0waCU0wHaE8.jpeg,8
13779,dataset\raw-img\cow\OIP-1FbU_lujEg5exq1cPCmSmAHaFV.jpeg,3
13780,dataset\raw-img\elephant\e83cb10620f2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
13781,dataset\raw-img\dog\OIP-KARbVy8exAHjsxMISPSu5wHaHa.jpeg,4
13782,dataset\raw-img\cow\OIP-ct9c4ZBt4p4ZRKG41ZnbJwHaE6.jpeg,3
13783,dataset\raw-img\cow\OIP-OEb45J8lOaGzCjBwr_h8WQHaE6.jpeg,3
13784,dataset\raw-img\dog\OIP-DJw1g3Jg6rzk_8iysMFOKgHaHa.jpeg,4
13785,dataset\raw-img\spider\OIP-MVdIFDAFpNyK_XCpwkDIWgHaFj.jpeg,8
13786,dataset\raw-img\squirrel\OIP-cgGgTTt1sS1RYsuSsbylUgHaH_.jpeg,9
13787,dataset\raw-img\cow\OIP-R-p_gH1NLRrJiHS5eBG0DQAAAA.jpeg,3
13788,dataset\raw-img\dog\OIP-TMIdS_x9eCCLht9UxC18FgHaFj.jpeg,4
13789,dataset\raw-img\sheep\OIP-4lz9NTad9pwGqnHOswEJtgHaE8.jpeg,7
13790,dataset\raw-img\dog\OIP-7pW2iTzd3Ca6-pp8881tEAHaHa.jpeg,4
13791,dataset\raw-img\dog\OIP-F0Yer_MsSNfyEKUZYHa_CgHaLn.jpeg,4
13792,dataset\raw-img\chicken\OIP-QbnvP_RcqB-seDAkzonpZwHaEK.jpeg,2
13793,dataset\raw-img\dog\OIP-HMOg6CaCJYKCE5eexlw-ggHaE8.jpeg,4
13794,dataset\raw-img\dog\OIP-lasVB90p7cONTE29jI7q_QHaE8.jpeg,4
13795,dataset\raw-img\dog\OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,4
13796,dataset\raw-img\spider\ea36b50b20f6013ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
13797,dataset\raw-img\dog\OIP-hryrA42EODAmniRypU7_YQHaJ6.jpeg,4
13798,dataset\raw-img\elephant\ea37b30e2dfc023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
13799,dataset\raw-img\dog\OIP-dYoiyaJE7MAZ25N-XgPOIwHaHa.jpeg,4
13800,dataset\raw-img\horse\OIP-FL_0t4W2Izl15ibw0NFHPQHaEY.jpeg,6
13801,dataset\raw-img\cat\311.jpeg,1
13802,dataset\raw-img\dog\OIP-Klz80MiPQFzsUkrl6cLK4gHaIF.jpeg,4
13803,dataset\raw-img\cat\1062.jpeg,1
13804,dataset\raw-img\horse\OIP-KbOGMyfxjp9Bbv5hu3IQtwHaHa.jpeg,6
13805,dataset\raw-img\cow\OIP-psjzupvk_wkeZYiW6okGDwHaFa.jpeg,3
13806,dataset\raw-img\cow\OIP-5dX_bfIezTduGHHOcRJh1gHaFj.jpeg,3
13807,dataset\raw-img\spider\OIP-36BXLyIgIuRyuWliMG0eigHaD-.jpeg,8
13808,dataset\raw-img\sheep\OIP-C_nUcKSxzN1KJTOjZMcJhAHaFj.jpeg,7
13809,dataset\raw-img\cow\OIP-8KtVZEYRvfuSXPPolx6zEQHaFj.jpeg,3
13810,dataset\raw-img\elephant\OIP-7ZsL7LHkQIXBzT0hLE3jNAHaEK.jpeg,5
